source	target	interaction	weight
CETP	HMGCR	interacts_with	0.781
CETP	LDLR	interacts_with	0.552
CETP	LIPC	interacts_with	0.949
CETP	LPA	interacts_with	0.932
CETP	LPL	interacts_with	0.94
CETP	PCSK9	interacts_with	0.782
CETP	PSRC1	interacts_with	0.474
CETP	SCARB1	interacts_with	0.8
CETP	SORT1	interacts_with	0.507
CETP	TRIB1	interacts_with	0.507
CLCNKA	HSPB7	interacts_with	0.614
CMIP	COL4A2	interacts_with	0.419
CMIP	FLNC	interacts_with	0.54
COL4A2	FLNC	interacts_with	0.529
COL4A2	MIA3	interacts_with	0.4
DUSP6	FGF5	interacts_with	0.402
EDNRA	F2	interacts_with	0.907
EDNRA	GRK5	interacts_with	0.604
EDNRA	PITX2	interacts_with	0.4
EDNRA	TCF7L2	interacts_with	0.4
EDNRA	ZC3HC1	interacts_with	0.426
F11	F2	interacts_with	0.767
F11	F5	interacts_with	0.725
F11	FGG	interacts_with	0.573
F2	F5	interacts_with	0.999
F2	FGG	interacts_with	0.999
F2	GRK5	interacts_with	0.506
F2	JAK2	interacts_with	0.597
F2	LIPC	interacts_with	0.409
F2	LPA	interacts_with	0.781
F5	FGG	interacts_with	0.658
F5	GOSR2	interacts_with	0.499
FBN2	MYH11	interacts_with	0.499
FGF5	NKX2-5	interacts_with	0.436
FGF5	SMAD3	interacts_with	0.461
FGG	LPA	interacts_with	0.67
FGG	TSPAN15	interacts_with	0.492
FLNC	HSPB7	interacts_with	0.889
FLNC	SMAD3	interacts_with	0.523
FLNC	TTN	interacts_with	0.837
FOXP1	NFIA	interacts_with	0.424
FTO	NPC1	interacts_with	0.628
FTO	PRKD1	interacts_with	0.548
FTO	TCF7L2	interacts_with	0.768
GRK5	RPTOR	interacts_with	0.481
GTF2I	GTF2IRD2	interacts_with	0.677
HHIPL1	JCAD	interacts_with	0.441
HHIPL1	MIA3	interacts_with	0.458
HHIPL1	PHACTR1	interacts_with	0.4
HHIPL1	TCF21	interacts_with	0.418
HHIPL1	ZC3HC1	interacts_with	0.507
HMGCR	LIPA	interacts_with	0.446
HMGCR	LIPC	interacts_with	0.719
HMGCR	LPA	interacts_with	0.432
HMGCR	LPL	interacts_with	0.626
HMGCR	NPC1	interacts_with	0.789
HMGCR	PCSK9	interacts_with	0.91
HMGCR	PSRC1	interacts_with	0.59
HMGCR	SCARB1	interacts_with	0.787
HMGCR	TRIB1	interacts_with	0.402
HNF1A	LIPC	interacts_with	0.555
HNF1A	PCSK9	interacts_with	0.559
HNF1A	TCF7L2	interacts_with	0.587
HSPB7	TTN	interacts_with	0.427
JAK2	SH2B3	interacts_with	0.988
JAK2	SMAD3	interacts_with	0.478
JCAD	SWAP70	interacts_with	0.46
JCAD	ZC3HC1	interacts_with	0.416
KCNB1	KCNK3	interacts_with	0.547
LDLR	LIPC	interacts_with	0.541
LDLR	LPA	interacts_with	0.6
LDLR	LPL	interacts_with	0.553
LDLR	PCSK9	interacts_with	0.999
LIPA	LIPC	interacts_with	0.716
LIPA	LPL	interacts_with	0.438
LIPA	NPC1	interacts_with	0.677
LIPA	PCSK9	interacts_with	0.427
LIPA	SCARB1	interacts_with	0.523
LIPC	LPA	interacts_with	0.872
LIPC	LPL	interacts_with	0.957
LIPC	PCSK9	interacts_with	0.608
LIPC	PLPP3	interacts_with	0.732
LIPC	PSRC1	interacts_with	0.435
LIPC	SCARB1	interacts_with	0.664
LIPC	SORT1	interacts_with	0.46
LIPC	TRIB1	interacts_with	0.535
LPA	LPL	interacts_with	0.794
LPA	PCSK9	interacts_with	0.71
LPA	SCARB1	interacts_with	0.641
LPL	PCSK9	interacts_with	0.578
LPL	PLPP3	interacts_with	0.917
LPL	PRKD1	interacts_with	0.414
LPL	SCARB1	interacts_with	0.833
LPL	SORT1	interacts_with	0.831
MIA3	PCSK9	interacts_with	0.452
MIA3	PHACTR1	interacts_with	0.572
MIA3	PLPP3	interacts_with	0.427
MIA3	PSRC1	interacts_with	0.603
MIA3	SORT1	interacts_with	0.556
MIA3	ZC3HC1	interacts_with	0.507
MYH11	NKX2-5	interacts_with	0.472
MYH11	SMAD3	interacts_with	0.505
MYH11	TCF21	interacts_with	0.486
NEURL1	PITX2	interacts_with	0.426
NEURL1	ZFHX3	interacts_with	0.475
NFIA	SOX6	interacts_with	0.505
NKX2-5	TBX5	interacts_with	0.999
NKX2-5	TCF21	interacts_with	0.582
NKX2-5	TTN	interacts_with	0.496
NKX2-5	ZEB2	interacts_with	0.437
NKX2-5	ZFHX3	interacts_with	0.537
NPC1	SCARB1	interacts_with	0.484
PCSK9	PSRC1	interacts_with	0.812
PCSK9	SCARB1	interacts_with	0.796
PCSK9	SORT1	interacts_with	0.866
PCSK9	TRIB1	interacts_with	0.428
PGR	PRKCA	interacts_with	0.547
PHACTR1	PSRC1	interacts_with	0.575
PHACTR1	SORT1	interacts_with	0.507
PHACTR1	ZC3HC1	interacts_with	0.507
PITX2	PRRX1	interacts_with	0.474
PITX2	SMAD3	interacts_with	0.429
PITX2	SOX6	interacts_with	0.475
PITX2	TBX5	interacts_with	0.748
PITX2	TCF21	interacts_with	0.451
PITX2	WNT2B	interacts_with	0.444
PITX2	ZFHX3	interacts_with	0.72
PRKCA	PRKD1	interacts_with	0.917
PRKCA	RPTOR	interacts_with	0.586
PRKCA	SCARB1	interacts_with	0.585
PRRX1	TBX5	interacts_with	0.444
PRRX1	ZEB2	interacts_with	0.465
PRRX1	ZFHX3	interacts_with	0.527
PSRC1	SORT1	interacts_with	0.954
PSRC1	TRIB1	interacts_with	0.454
PSRC1	ZC3HC1	interacts_with	0.459
RPTOR	RRAGD	interacts_with	0.999
SH2B3	ZC3HC1	interacts_with	0.477
SMAD3	SMAD7	interacts_with	0.976
SMAD3	TCF7L2	interacts_with	0.43
SMAD3	YWHAE	interacts_with	0.402
SMAD3	ZEB2	interacts_with	0.868
SMAD7	TCF7L2	interacts_with	0.661
SMAD7	ZEB2	interacts_with	0.451
SORT1	TMEM106B	interacts_with	0.564
SORT1	TRIB1	interacts_with	0.518
TBX5	TCF21	interacts_with	0.519
TBX5	TTN	interacts_with	0.422
TBX5	WNT2B	interacts_with	0.633
TCF7L2	WNT2B	interacts_with	0.423
