score,target.id,target.approvedSymbol,target.biotype,gwas_credible_sets,clingen,geneburden,GWAS.id,L2G,GCST90475759,FINNGEN_R12_E4_OBESITY,GCST90475762,GCST90475765,GCST90624107,GCST90479955,GCST90479952,GCST90479951,GCST90475761,GCST90475758,GCST001957,GCST009382,GCST001953,GCST90225534,GCST001475,GCST90624548,GCST90475763,GCST90651236,GCST90475760,GCST90475757,GCST90473209,GCST90093121,GCST90435785,FINNGEN_R12_E4_OBESITYNAS,GCST90435786,FINNGEN_R12_E4_OBESITYCAL,FINNGEN_R12_ASTHMA_OBESITY,GCST000317,GCST000663,GCST90043672,GCST90475764,GCST001128,GCST000426,GCST009673,GCST90590336,GCST001057,GCST90651394,GCST90624553,GCST90081522,GCST90624545,GCST90624547,GCST90624574,GCST000428,GCST90479953,GCST90624562,GCST90624556,GCST90624564,GCST90624549,GCST90624570,GCST90624558,GCST90624560,GCST90624559,GCST90624568,GCST90624569,GCST90624567,GCST90624566,GCST001130,GCST90624565,GWAS.count,name,NCBI.id,list.name,list.count,N.PPI,degree
0.522024580243006,ENSG00000130203,APOE,protein_coding,0.83182892048937,NA,NA,GCST90479955/GCST90475762/GCST90473209/GCST90475759,0.964130818843842/0.955343961715698/0.955343961715698/0.946868360042572,0.9468684,NA,0.955344,NA,NA,0.9641308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.955344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,APOE,348,GWAS,1,500,19
0.520761715981264,ENSG00000244405,ETV5,protein_coding,0.839607460021953,NA,NA,GCST90475758/GCST90475761/GCST90624107/GCST90479951/GCST90479955/GCST90475765/GCST90479952/GCST90475759/GCST001953/GCST90475762/GCST90475762/GCST90475762,0.888176918029785/0.881648778915405/0.870124161243439/0.870124161243439/0.870124161243439/0.870124161243439/0.870124161243439/0.869410574436188/0.859587967395782/0.848803102970123/0.839220821857452/0.732238113880157,0.8694106,NA,0.7322381,0.8701242,0.8701242,0.8701242,0.8701242,0.8701242,0.8816488,0.8881769,NA,NA,0.859588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,ETV5,2119,GWAS,1,73,11
0.517680891723883,ENSG00000120341,SEC16B,protein_coding,0.851545757769958,NA,NA,GCST90081522/GCST90475759/GCST90475762/GCST90475764/FINNGEN_R12_E4_OBESITY/FINNGEN_R12_E4_OBESITYNAS/GCST009382/GCST90479952/GCST90479955/GCST90624545/GCST90475765/FINNGEN_R12_E4_OBESITYCAL/GCST001953/GCST90475761/GCST90475758,0.953210532665253/0.78026294708252/0.778772950172424/0.773860156536102/0.773398756980896/0.773398756980896/0.748862862586975/0.748862862586975/0.748862862586975/0.689787983894348/0.674497306346893/0.650924026966095/0.626175820827484/0.551925539970398/0.54473465681076,0.7802629,0.7733988,0.778773,0.6744973,NA,0.7488629,0.7488629,NA,0.5519255,0.5447347,NA,0.7488629,0.6261758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7733988,NA,0.650924,NA,NA,NA,NA,0.7738602,NA,NA,NA,NA,NA,NA,NA,0.9532105,0.689788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,SEC16B,89866,GWAS,1,122,23
0.517278247446094,ENSG00000144285,SCN1A,protein_coding,0.521437349401037,NA,NA,GCST90624107,0.857724845409393,NA,NA,NA,NA,0.8577248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,SCN1A,6323,GWAS,1,200,10
0.510812555108925,ENSG00000053900,ANAPC4,protein_coding,0.840247865572455,NA,NA,GCST90475762/GCST90475759/GCST90479952/GCST90479955/GCST90475765,0.945603847503662/0.945603847503662/0.925784468650818/0.924180090427399/0.530403196811676,0.9456038,NA,0.9456038,0.5304032,NA,0.9241801,0.9257845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,ANAPC4,29945,GWAS,1,192,5
0.509032266879704,ENSG00000138821,SLC39A8,protein_coding,0.816318780686269,NA,NA,GCST90475765/GCST90479955/GCST90475762/GCST90475759/GCST90479952/GCST90479951/GCST90624107,0.882596254348755/0.882596254348755/0.877107858657837/0.877107858657837/0.870579957962036/0.864516377449036/0.852306365966797,0.8771079,NA,0.8771079,0.8825963,0.8523064,0.8825963,0.87058,0.8645164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,SLC39A8,64116,GWAS,1,57,5
0.508310136621331,ENSG00000172260,NEGR1,protein_coding,0.833091923188703,NA,NA,GCST90475759/GCST90479952/GCST90475762/GCST90475762/GCST90475759/GCST90475765/GCST90479951/GCST90479955/GCST90624547/FINNGEN_R12_E4_OBESITYNAS/GCST90475762/GCST001953/GCST001957/FINNGEN_R12_E4_OBESITY,0.886227428913116/0.863993763923645/0.863671064376831/0.842033505439758/0.842033505439758/0.834285974502563/0.816951632499695/0.816179156303406/0.798967599868774/0.662898778915405/0.645875215530396/0.64466005563736/0.635226130485535/0.628997147083282,0.8420335,0.6289971,0.6458752,0.834286,NA,0.8161792,0.8639938,0.8169516,NA,NA,0.6352261,NA,0.6446601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6628988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7989676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NEGR1,257194,GWAS,1,83,19
0.504020171734273,ENSG00000136531,SCN2A,protein_coding,0.626714657368183,NA,NA,GCST90624107/GCST90475762/GCST90475759,0.768465101718903/0.726737320423126/0.726737320423126,0.7267373,NA,0.7267373,NA,0.7684651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,SCN2A,6326,GWAS,1,203,10
0.502202343317906,ENSG00000153064,BANK1,protein_coding,0.826084720976317,NA,NA,GCST90475759/GCST90475762/GCST90475762/GCST90475759/GCST90475762/GCST90475759/GCST90479955,0.890311539173126/0.890311539173126/0.888895690441132/0.888895690441132/0.850757539272308/0.841229379177094/0.835093438625336,0.8412294,NA,0.8507575,NA,NA,0.8350934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,BANK1,55024,GWAS,1,51,1
0.502165997752993,ENSG00000132600,PRMT7,protein_coding,0.507618072114011,NA,NA,GCST90624107,0.834993183612823,NA,NA,NA,NA,0.8349932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,PRMT7,54496,GWAS,1,70,1
0.499682325873112,ENSG00000196353,CPNE4,protein_coding,0.821939483632373,NA,NA,GCST90475759/GCST90475762/GCST90479952/GCST90475759/GCST90475762/FINNGEN_R12_E4_OBESITY/GCST90475765/GCST90479955,0.895076990127563/0.888490438461304/0.884965062141418/0.833004355430603/0.825673162937164/0.818790674209595/0.81465083360672/0.770532846450806,0.8330044,0.8187907,0.8256732,0.8146508,NA,0.7705328,0.8849651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,CPNE4,131034,GWAS,1,8,2
0.499314129064921,ENSG00000081138,CDH7,protein_coding,0.821333827841223,NA,NA,GCST90475759/GCST90475762/GCST90475759/GCST90479952/GCST90624107/GCST90479955/GCST90475762,0.896107375621796/0.896107375621796/0.885877907276154/0.881733119487762/0.881733119487762/0.873471319675446/0.873471319675446,0.8858779,NA,0.8734713,NA,0.8817331,0.8734713,0.8817331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,CDH7,1005,GWAS,1,44,4
0.495683225428201,ENSG00000148737,TCF7L2,protein_coding,0.78790073410524,NA,NA,GCST90475765/GCST90479951/GCST90479952/GCST90624107/GCST90479955/GCST90475762/GCST90475759,0.862990200519562/0.860569059848785/0.855202496051788/0.85464996099472/0.852667331695557/0.741254270076752/0.723690927028656,0.7236909,NA,0.7412543,0.8629902,0.85465,0.8526673,0.8552025,0.8605691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,TCF7L2,6934,GWAS,1,247,17
0.493914070940178,ENSG00000162613,FUBP1,protein_coding,0.812451142269184,NA,NA,GCST90475765/GCST90475762/GCST90475759/GCST90479951,0.93696802854538/0.93696802854538/0.93696802854538/0.923930287361145,0.936968,NA,0.936968,0.936968,NA,NA,NA,0.9239303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FUBP1,8880,GWAS,1,151,1
0.486455134715692,ENSG00000155511,GRIA1,protein_coding,0.546414705498805,NA,NA,GCST90475759/GCST90475762,0.735951900482178/0.651435196399689,0.7359519,NA,0.6514352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,GRIA1,2890,GWAS,1,350,20
0.485222394954543,ENSG00000136944,LMX1B,protein_coding,0.798153995258731,NA,NA,GCST90475759/GCST90475762/GCST90479951/GCST90479952/GCST90475765/FINNGEN_R12_E4_OBESITYCAL,0.821680784225464/0.791467845439911/0.754048943519592/0.741046130657196/0.719672024250031/0.673843443393707,0.8216808,NA,0.7914678,0.719672,NA,NA,0.7410461,0.7540489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6738434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,LMX1B,4010,GWAS,1,121,4
0.482343992993524,ENSG00000189283,FHIT,protein_coding,0.793419242598845,NA,NA,GCST90475762/GCST90475759/GCST90479952/GCST90475765/GCST90624574,0.890647053718567/0.88292521238327/0.876510858535767/0.849730551242828/0.831149399280548,0.8829252,NA,0.8906471,0.8497306,NA,NA,0.8765109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8311494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FHIT,2272,GWAS,1,86,7
0.482126162204941,ENSG00000196616,ADH1B,protein_coding,0.793060927492193,NA,NA,GCST90479955/GCST90475759/GCST90475762,0.958426535129547/0.958426535129547/0.958426535129547,0.9584265,NA,0.9584265,NA,NA,0.9584265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,ADH1B,125,GWAS,1,136,3
0.480056095544897,ENSG00000008196,TFAP2B,protein_coding,0.789655825023003,NA,NA,FINNGEN_R12_E4_OBESITY/GCST90475762/GCST001953/FINNGEN_R12_E4_OBESITYCAL/GCST000428/GCST90479955/GCST90479951/GCST90479952/GCST90475765/FINNGEN_R12_E4_OBESITYNAS/GCST90473209/GCST90475759/GCST90475765/GCST90475762,0.83028519153595/0.819977760314941/0.817009568214417/0.817009568214417/0.810281813144684/0.810281813144684/0.810281813144684/0.810281813144684/0.809508681297302/0.802571713924408/0.791853070259094/0.762220740318298/0.659498989582062/0.629302144050598,0.7622207,0.8302852,0.6293021,0.659499,NA,0.8102818,0.8102818,0.8102818,NA,NA,NA,NA,0.8170096,NA,NA,NA,NA,NA,NA,NA,0.7918531,NA,NA,0.8025717,NA,0.8170096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8102818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,TFAP2B,7021,GWAS,1,58,13
0.475252224769327,ENSG00000152359,POC5,protein_coding,0.781753822369999,NA,NA,GCST90475762/GCST90479952/GCST90473209/GCST90479955/GCST90475759/GCST001953,0.947068512439728/0.691742360591888/0.691742360591888/0.691742360591888/0.682150840759277/0.66748970746994,0.6821508,NA,0.9470685,NA,NA,0.6917424,0.6917424,NA,NA,NA,NA,NA,0.6674897,NA,NA,NA,NA,NA,NA,NA,0.6917424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,POC5,134359,GWAS,1,97,17
0.472357125952208,ENSG00000078403,MLLT10,protein_coding,0.776991604649671,NA,NA,GCST90475762/GCST90475759/GCST90624107/GCST90479952/GCST90479955/GCST90473209,0.874063968658447/0.850235998630524/0.795808672904968/0.769412219524384/0.72521436214447/0.673698127269745,0.850236,NA,0.874064,NA,0.7958087,0.7252144,0.7694122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6736981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,MLLT10,8028,GWAS,1,92,2
0.471635735315612,ENSG00000158321,AUTS2,protein_coding,0.775804971829899,NA,NA,GCST90475762/GCST90475759/GCST90475759/GCST90475762/GCST90475759/GCST90475762/GCST90475765/GCST90479952/GCST90479955/GCST90479952/GCST90479955/GCST90475762/GCST90475759/GCST90475759,0.728825926780701/0.722055852413177/0.722055852413177/0.722055852413177/0.709800660610199/0.709800660610199/0.706079423427582/0.696800589561462/0.696800589561462/0.668432295322418/0.668432295322418/0.650646269321442/0.629316389560699/0.624562501907349,0.6245625,NA,0.6506463,0.7060794,NA,0.6684323,0.6684323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,AUTS2,26053,GWAS,1,78,8
0.470270865189597,ENSG00000170927,PKHD1,protein_coding,0.773559864111427,NA,NA,GCST90479951/GCST90475759/GCST90475759/GCST90475762/GCST90475762,0.835287690162659/0.822127044200897/0.822127044200897/0.813142418861389/0.813142418861389,0.822127,NA,0.8131424,NA,NA,NA,NA,0.8352877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,PKHD1,5314,GWAS,1,60,2
0.46766426178834,ENSG00000164574,GALNT10,protein_coding,0.76927219944384,NA,NA,GCST90475758/GCST90479952/GCST90475765/GCST90479955/GCST90475762/GCST90475759/GCST90475762,0.868158161640167/0.782324194908142/0.780669271945953/0.777490317821503/0.756935119628906/0.756351590156555/0.547444760799408,0.7563516,NA,0.5474448,0.7806693,NA,0.7774903,0.7823242,NA,NA,0.8681582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,GALNT10,55568,GWAS,1,35,3
