score,target.id,target.approvedSymbol,target.biotype,gwas_credible_sets,clingen,geneburden,GWAS.id,L2G,GCST90131903,GCST90131901,GCST90274865,GCST90476386,GCST90475825,GCST90475824,GCST90479447,GCST90693193,GCST90693195,GCST90476385,GCST90480695,GCST90475257,GCST90479999,GCST90479998,GCST90134531,GCST90475823,GCST90479583,GCST90267362,GCST90267361,GCST90274866,GCST90693192,GCST90693190,GCST90267286,GCST90267287,GCST90475826,GCST006487,GCST90270121,GCST90270120,GCST004695,GCST90480000,GCST90131902,GCST004702,GCST004701,GCST010097,GCST90480005,GCST90473333,FINNGEN_R12_G6_SLEEPAPNO,FINNGEN_R12_SLEEP,FINNGEN_R12_G6_SLEEPAPNO_INCLAVO,GCST011922,GCST90475258,GCST90481156,GCST90018916,GCST90693194,GCST90204200,GCST90244078,GCST90293089,GCST005522,GCST90480696,GCST90026658,GCST90480022,GCST90026656,GCST90026657,GCST90480001,GCST90481060,GCST002260,GCST90479440,GCST90481052,GCST90258599,GCST90477493,GCST90479997,GCST90077582,GCST90132920,GWAS.count,name,NCBI.id,list.name,list.count,N.PPI,degree
0.477935352507838,ENSG00000168769,TET2,protein_coding,0.784647536767608,NA,NA,GCST90131901/GCST90131903/GCST90131902/GCST90473333,0.918388783931732/0.883245408535004/0.87302839756012/0.871717214584351,0.8832454,0.9183888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8730284,NA,NA,NA,NA,0.8717172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,TET2,54790,GWAS,1,205,9
0.471843795725483,ENSG00000171303,KCNK3,protein_coding,0.750585011972518,NA,NA,FINNGEN_R12_G6_SLEEPAPNO/FINNGEN_R12_SLEEP/FINNGEN_R12_G6_SLEEPAPNO_INCLAVO/GCST90693193,0.870275318622589/0.870275318622589/0.865174949169159/0.810890436172485,NA,NA,NA,NA,NA,NA,NA,0.8108904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8702753,0.8702753,0.8651749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,KCNK3,3777,GWAS,1,86,3
0.471331376508957,ENSG00000140718,FTO,protein_coding,0.768055077151252,NA,NA,GCST90274865/GCST90475824/GCST90475825/FINNGEN_R12_SLEEP/FINNGEN_R12_G6_SLEEPAPNO/GCST90479999/GCST90479583/GCST011922/GCST90475258/GCST90481156/FINNGEN_R12_G6_SLEEPAPNO_INCLAVO/GCST90475257/GCST90018916/GCST90479998/GCST90267362/GCST90267361/GCST90693193/GCST90693195/GCST90693194,0.794315040111542/0.789844930171967/0.789844930171967/0.788705885410309/0.785701811313629/0.785701811313629/0.784294068813324/0.782104134559631/0.778966844081879/0.778553664684296/0.775379836559296/0.775379836559296/0.766795575618744/0.763573408126831/0.757381975650787/0.757381975650787/0.749753773212433/0.749753773212433/0.673276841640472,NA,NA,0.794315,NA,0.7898449,0.7898449,NA,0.7497538,0.7497538,NA,NA,0.7753798,0.7857018,0.7635734,NA,NA,0.7842941,0.757382,0.757382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7857018,0.7887059,0.7753798,0.7821041,0.7789668,0.7785537,0.7667956,0.6732768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,FTO,79068,GWAS,1,177,12
0.469877938866988,ENSG00000274523,RCC1L,protein_coding,0.772913530146849,NA,NA,GCST90693195/GCST90693193/FINNGEN_R12_G6_SLEEPAPNO_INCLAVO/FINNGEN_R12_G6_SLEEPAPNO,0.923880219459534/0.923880219459534/0.60015457868576/0.539024233818054,NA,NA,NA,NA,NA,NA,NA,0.9238802,0.9238802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5390242,NA,0.6001546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,RCC1L,81554,GWAS,1,57,2
0.465758993144299,ENSG00000151322,NPAS3,protein_coding,0.752225680894009,NA,NA,GCST90131903/GCST90131901,0.911020040512085/0.911020040512085,0.91102,0.91102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NPAS3,64067,GWAS,1,40,6
0.465167029921609,ENSG00000141431,ASXL3,protein_coding,0.658776553063596,NA,NA,GCST90131901/GCST90131903,0.864626824855804/0.850312292575836,0.8503123,0.8646268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,ASXL3,80816,GWAS,1,64,0
0.46273998849855,ENSG00000115159,GPD2,protein_coding,0.74597387385719,NA,NA,GCST90479998/GCST90479999/GCST90475825/GCST90475824,0.849682927131653/0.849682927131653/0.82627272605896/0.726255834102631,NA,NA,NA,NA,0.8262727,0.7262558,NA,NA,NA,NA,NA,NA,0.8496829,0.8496829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,GPD2,2820,GWAS,1,165,0
0.461229059772365,ENSG00000108576,SLC6A4,protein_coding,0.508190158176006,NA,NA,GCST90131901,0.835934221744537,NA,0.8359342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,SLC6A4,6532,GWAS,1,183,7
0.458320190787565,ENSG00000145335,SNCA,protein_coding,0.738403613282298,NA,NA,GCST90204200/GCST90131903/GCST90131902/GCST90131901/GCST90244078,0.868104636669159/0.756670832633972/0.756670832633972/0.741848289966583/0.672636866569519,0.7566708,0.7418483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7566708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8681046,0.6726369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,SNCA,6622,GWAS,1,500,8
0.458295447166036,ENSG00000128573,FOXP2,protein_coding,0.752189401099873,NA,NA,GCST90131902/GCST90131901/GCST90480000/GCST90131903,0.843686282634735/0.842829883098602/0.836313128471375/0.819170534610748,0.8191705,0.8428299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8363131,0.8436863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FOXP2,93986,GWAS,1,121,6
0.453272567099092,ENSG00000053900,ANAPC4,protein_coding,0.744383092890822,NA,NA,GCST90475824/GCST90267362,0.938735485076904/0.92343008518219,NA,NA,NA,NA,NA,0.9387355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9234301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,ANAPC4,29945,GWAS,1,192,3
0.453208446968426,ENSG00000103811,CTSH,protein_coding,0.741621046993987,NA,NA,GCST90293089/GCST005522,0.975928246974945/0.975928246974945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9759282,0.9759282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,CTSH,1512,GWAS,1,78,1
0.45176476018773,ENSG00000103449,SALL1,protein_coding,0.743118726609311,NA,NA,GCST90131902/GCST90131903/GCST90131901,0.910455644130707/0.86637145280838/0.857928335666656,0.8663715,0.8579283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9104556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,SALL1,6299,GWAS,1,93,8
0.450881775595711,ENSG00000017427,IGF1,protein_coding,0.700334569789187,NA,NA,GCST90693190/GCST90693192,0.887876749038696/0.887876749038696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8878767,0.8878767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,IGF1,3479,GWAS,1,500,11
0.448570850121744,ENSG00000106460,TMEM106B,protein_coding,0.736953090877843,NA,NA,GCST90480696/GCST90131901/GCST90131902/GCST90479447,0.829434931278229/0.827684760093689/0.826756596565247/0.82232940196991,NA,0.8276848,NA,NA,NA,NA,0.8223294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8267566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8294349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,TMEM106B,54664,GWAS,1,34,1
0.447590199649929,ENSG00000183826,BTBD9,protein_coding,0.735044473400035,NA,NA,GCST90475823/GCST90270121/GCST90131901/GCST90131902/GCST90480005/GCST90270120/GCST90131903,0.803410112857819/0.795080363750458/0.793238878250122/0.791748762130737/0.791748762130737/0.781547725200653/0.779618442058563,0.7796184,0.7932389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8034101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7950804,0.7815477,NA,NA,0.7917488,NA,NA,NA,0.7917488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,BTBD9,114781,GWAS,1,131,5
0.447177289790854,ENSG00000107105,ELAVL2,protein_coding,0.732153075410739,NA,NA,GCST90131903/GCST90131901/GCST90131902,0.889582753181458/0.889240562915802/0.831989884376526,0.8895828,0.8892406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8319899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,ELAVL2,1993,GWAS,1,94,2
0.444301632048645,ENSG00000146555,SDK1,protein_coding,0.728942663776448,NA,NA,GCST90131903/GCST90131901/GCST90131901/GCST90131903/GCST90131902,0.837867438793182/0.823610663414001/0.734740853309631/0.729126513004303/0.701923668384552,0.7291265,0.7347409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7019237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,SDK1,221935,GWAS,1,5,0
0.442276572552001,ENSG00000169696,ASPSCR1,protein_coding,0.727511378416054,NA,NA,GCST90131901/GCST90131903,0.957769393920898/0.955726325511932,0.9557263,0.9577694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,ASPSCR1,79058,GWAS,1,81,0
0.440605256198391,ENSG00000140386,SCAPER,protein_coding,0.724154259124987,NA,NA,GCST90693195/GCST90693192/GCST90693190/GCST90693193,0.848677814006805/0.75714498758316/0.749911963939667/0.505832135677338,NA,NA,NA,NA,NA,NA,NA,0.5058321,0.8486778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.757145,0.749912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,SCAPER,49855,GWAS,1,17,0
0.439231796163097,ENSG00000153237,CCDC148,protein_coding,0.722502952455622,NA,NA,GCST90475824/GCST90131901/GCST90131903/GCST90475823/GCST90476385/GCST90480695,0.791749179363251/0.788705885410309/0.759218156337738/0.667275965213776/0.657235383987427/0.656451225280762,0.7592182,0.7887059,NA,NA,NA,0.7917492,NA,NA,NA,0.6572354,0.6564512,NA,NA,NA,NA,0.667276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,CCDC148,130940,GWAS,1,12,0
0.438171461340947,ENSG00000184226,PCDH9,protein_coding,0.720150851390085,NA,NA,GCST90131901/GCST90026658/GCST90131903/GCST90131901,0.895416736602783/0.718211114406586/0.631433963775635/0.631433963775635,0.631434,0.631434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7182111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,PCDH9,5101,GWAS,1,19,2
0.437863842837985,ENSG00000102837,OLFM4,protein_coding,0.719492859611737,NA,NA,GCST010097/GCST90475824/GCST90693193,0.888583242893219/0.649833142757416/0.52268260717392,NA,NA,NA,NA,NA,0.6498331,NA,0.5226826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8885832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,OLFM4,10562,GWAS,1,77,2
0.43602655444727,ENSG00000112139,MDGA1,protein_coding,0.712063161437333,NA,NA,GCST90131902/GCST90131901,0.937031865119934/0.937031865119934,NA,0.9370319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9370319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,MDGA1,266727,GWAS,1,36,3
0.435623176461776,ENSG00000112715,VEGFA,protein_coding,0.677781691690421,NA,NA,GCST90131903/GCST90131901,0.848783135414124/0.848783135414124,0.8487831,0.8487831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,COL18A1,7422,GWAS,1,1,NA
0.43287150155828,ENSG00000103111,MON1B,protein_coding,0.712040750787595,NA,NA,GCST90131901/GCST90131903,0.909268438816071/0.777340233325958,0.7773402,0.9092684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,MON1B,22879,GWAS,1,46,1
0.431732420141435,ENSG00000153495,TEX29,protein_coding,0.71016704835087,NA,NA,GCST90131901/GCST90131903,0.934536695480347/0.934536695480347,0.9345367,0.9345367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,TEX29,121793,GWAS,1,20,0
